Object;Property;Min;Max;Mean;Std_dev;P10;P20;P30;P40;P50;P60;P70;P80;P90
HorizB_Validation;SIGMA_s10_OrientationError (dega);0.37887808680534363;21.00169563293457;3.3410907262240133;2.150038712050187;1.3631724119186401;1.7652183175086975;2.1042253017425536;2.459203028678894;2.812479257583618;3.2150368213653566;3.775014066696167;4.58914155960083;5.879719924926759
HorizC_Validation;SIGMA_s10_OrientationError (dega);0.5920473337173462;20.221166610717773;4.4917592431863875;2.269650120902896;2.0225481748580934;2.60445294380188;3.0803594112396238;3.559665393829346;4.053891658782959;4.600054311752319;5.282023525238037;6.162499284744262;7.442808151245117
HorizD_Validation;SIGMA_s10_OrientationError (dega);0.8390090465545654;73.72525024414062;13.847102735655273;9.349034910776291;4.364543104171753;6.31469111442566;8.353293895721436;10.099919319152832;11.826637268066406;13.86505651473999;16.44175510406494;19.75816497802735;25.28297843933106
HorizZ_Forecast;SIGMA_s10_OrientationError (dega);0.7869628071784973;46.22373580932617;8.330532660925378;4.044234611336272;3.7865623950958254;4.953008651733398;5.915920925140381;6.80832748413086;7.722391366958618;8.678940296173096;9.786280727386474;11.261474990844727;13.623886775970458
Dips;SIGMA_s12_OrientationError (dega);3.2484467029571533;14.20498275756836;7.928113870620727;3.041332141380195;4.243994235992432;4.896017074584961;5.891960620880127;7.032905101776123;7.578678607940674;8.735763549804688;9.709781646728516;10.777777671813965;12.340635299682617
HorizA_Validation;SIGMA_s12_OrientationError (dega);0.339834064245224;14.22192668914795;2.9006309282389537;1.7388539782168695;1.1799966096878052;1.505740463733673;1.812387442588806;2.1085045099258424;2.465005874633789;2.8594718933105465;3.393472337722778;4.07456569671631;5.205742359161379
HorizB_Validation;SIGMA_s12_OrientationError (dega);0.4069475829601288;20.867717742919922;3.29703126961119;2.1219523200476376;1.3553972959518432;1.7406715631484984;2.087092065811157;2.4472491979599003;2.782569169998169;3.1725090742111206;3.711943435668945;4.515778064727783;5.786347961425788
HorizC_Validation;SIGMA_s12_OrientationError (dega);0.5803268551826477;20.539113998413086;4.470817128312046;2.2531348886685265;2.032351040840149;2.597013545036316;3.067887663841247;3.5678667545318605;4.0293920040130615;4.582092905044556;5.284918880462646;6.1186998844146725;7.391370439529418
HorizD_Validation;SIGMA_s12_OrientationError (dega);0.840525209903717;68.67134857177734;13.396568201311961;8.608603747563444;4.211622190475464;6.2051795482635494;8.186546802520752;9.956908893585204;11.612483978271484;13.685566711425782;16.231438636779785;19.273637199401858;24.348981475830087
HorizZ_Forecast;SIGMA_s12_OrientationError (dega);0.5599706768989563;44.043418884277344;8.23370638201899;3.969377938052628;3.7329512596130368;4.844827747344971;5.784035015106201;6.725967884063721;7.669275760650635;8.66925115585327;9.781635570526122;11.20849657058716;13.456946468353273
Dips;SIGMA_s13_OrientationError (dega);3.642024517059326;14.15860366821289;8.05060110092163;2.6495389034810715;5.197869300842285;5.8416221141815186;6.32252311706543;6.68268895149231;7.621572017669678;8.531413078308105;10.18624210357666;10.320897102355957;11.716224670410156
HorizA_Validation;SIGMA_s13_OrientationError (dega);0.3441319465637207;14.798840522766113;3.052954344817045;1.8676169515726986;1.197043776512146;1.5340444922447205;1.8632261753082275;2.1927496433258056;2.5829761028289795;3.0396898984909058;3.605724477767944;4.3459507942199735;5.514632797241211
HorizB_Validation;SIGMA_s13_OrientationError (dega);0.39101284742355347;21.754837036132812;3.4820303311327474;2.2571898943645117;1.3846091508865357;1.8121377110481265;2.167794704437256;2.525590181350708;2.942142963409424;3.3625553846359253;3.9247122287750242;4.788826751708985;6.197528266906739
HorizC_Validation;SIGMA_s13_OrientationError (dega);0.6269980669021606;21.13825225830078;4.632594729659954;2.374060991094686;2.0729603290557863;2.6655906677246097;3.1629182577133177;3.658377170562744;4.151517152786255;4.7209882736206055;5.447756624221801;6.353283977508545;7.729333162307738
HorizD_Validation;SIGMA_s13_OrientationError (dega);0.8283565640449524;87.27714538574219;14.669498011419371;10.32349623069281;4.557557773590088;6.580848312377929;8.590132713317871;10.465281105041504;12.286935329437256;14.47194652557373;17.402131462097167;20.97431411743164;26.81327152252198
HorizZ_Forecast;SIGMA_s13_OrientationError (dega);0.5779816508293152;47.485435485839844;8.613039937238284;4.217394731655497;3.96834659576416;5.150214433670044;6.115034246444702;7.014933776855469;7.953348636627197;8.890085887908935;10.018017959594726;11.554298973083498;14.145821380615242
Dips;StructuralLab_OrientationError (dega);2.4676663875579834;11.08775806427002;6.736379451751709;2.518937031584569;3.8159303665161133;4.141102075576782;5.240429878234863;5.711467504501343;7.099079132080078;7.645261526107788;8.031989097595215;8.956541538238525;10.45500659942627
HorizA_Validation;StructuralLab_OrientationError (dega);0.4451470375061035;14.693371772766113;2.901817910188383;1.6839496726936989;1.2368409872055053;1.5640563011169435;1.8770792961120606;2.174621033668518;2.499336004257202;2.8735591888427736;3.3481739997863773;4.020044994354248;5.090451240539551
HorizB_Validation;StructuralLab_OrientationError (dega);0.44092512130737305;20.864091873168945;3.345423275745782;2.0831473870130415;1.4596680641174316;1.8379578709602356;2.143684148788452;2.487536358833313;2.833195447921753;3.2248129844665527;3.7445903301239007;4.490842247009278;5.794646167755127
