Object;Property;Min;Max;Mean;Std_dev;P10;P20;P30;P40;P50;P60;P70;P80;P90
HorizA_Validation;JulienBendingMLS_error_m (m);-9.201164245605469;6.510512828826904;0.4227347765069044;1.3927404920112634;-1.2074511289596555;-0.5543673396110533;-0.12551150321960453;0.1892539367079735;0.4776781499385834;0.7776950180530549;1.0725260496139524;1.4648523092269903;2.009333419799805
HorizB_Validation;JulienBendingMLS_error_m (m);-7.632359027862549;9.221163749694824;0.8377623757660727;1.5791476909073192;-0.9897549748420711;-0.2708315789699554;0.1892171770334244;0.5639240145683289;0.8676428198814392;1.2097868680953978;1.560983109474182;1.966003859043122;2.6103081464767457
HorizC_Validation;JulienBendingMLS_error_m (m);-12.224878311157227;9.616429328918457;-0.7883299744127611;2.0259044783016114;-3.2308739900588987;-2.301936078071594;-1.7088671922683714;-1.1751450181007383;-0.7341174781322479;-0.32671802043914794;0.1522949948906897;0.7392781853675845;1.671823644638064
HorizD_Validation;JulienBendingMLS_error_m (m);-32.913787841796875;28.84628677368164;-2.6398451554173823;6.600663865898671;-10.887542533874512;-7.418750524520874;-5.289069366455077;-3.5781909704208372;-2.3267087936401367;-1.2347500443458561;0.015837195888161404;1.6574629306793225;4.776553726196292
HorizA_Validation;JulienBendingMLS_Fine_error_m (m);-18.753320693969727;10.297043800354004;-6.617088396517762;3.2332249561951314;-10.052118873596191;-8.718846893310547;-8.051147651672364;-7.465952825546264;-6.92176628112793;-6.3013543605804445;-5.542228507995608;-4.439109897613525;-2.525115728378296
HorizB_Validation;JulienBendingMLS_Fine_error_m (m);-25.970897674560547;6.665576457977295;-9.869086397412074;3.586246940092833;-13.739158058166504;-12.39684133529663;-11.514730548858642;-10.859861373901367;-10.130187511444092;-9.373041915893555;-8.558962821960451;-7.354089498519897;-5.45044069290161
HorizC_Validation;JulienBendingMLS_Fine_error_m (m);-47.02468490600586;21.241804122924805;-19.16631461784622;7.5148450098962645;-26.78203372955322;-23.993404388427734;-22.51238555908203;-21.24078235626221;-19.889270782470703;-18.57536544799805;-16.998143005371094;-14.500223827362056;-9.577871799468994
HorizD_Validation;JulienBendingMLS_Fine_error_m (m);-64.88876342773438;42.50497817993164;-23.736337351525027;14.012387071816804;-38.372582244873044;-35.36388511657715;-31.708541870117188;-28.936898994445798;-26.206560134887695;-23.097254180908205;-19.20734519958496;-13.735875415801999;-4.569117259979225
HorizA_Validation;LoopStructural_FDI_error_m (m);-29.941099166870117;20.638391494750977;-3.988823345361891;6.213651275174532;-11.635625267028809;-8.815565204620361;-6.881760501861573;-5.333760643005371;-3.9870221614837646;-2.5409102678298954;-1.0957386970520078;0.7812483370304114;3.451693964004519
HorizB_Validation;LoopStructural_FDI_error_m (m);-20.398008346557617;49.31135559082031;9.708130658389816;7.406244281113406;0.9471528947353363;4.48366150856018;6.655965948104857;8.362254238128664;9.964455127716064;11.463724040985108;13.087441730499268;15.264905548095706;18.283939933776857
HorizC_Validation;LoopStructural_FDI_error_m (m);-63.07123565673828;35.52193832397461;-5.327011478521615;12.909873627905666;-21.409401893615723;-14.032311820983885;-10.234375762939454;-7.2239714622497555;-4.485595464706421;-1.790159547328949;1.0977480530738812;4.508816385269165;9.4408148765564
HorizD_Validation;LoopStructural_FDI_error_m (m);-181.05368041992188;206.21473693847656;12.45504742823139;47.124105448687274;-49.59968490600585;-15.106266593933105;1.2246214389801011;10.484406757354737;17.242145538330078;24.12648525238037;32.61949386596679;43.551904296875;60.49764556884771
HorizA_Validation;LoopStructural_PLI_error_m (m);-20.790084838867188;21.368026733398438;-0.8888937942291034;5.0084554889178365;-6.965439701080323;-4.757638311386109;-3.256310319900513;-2.068889737129211;-0.9315532445907593;0.21683962941169682;1.342294454574584;2.825789046287537;5.120555877685549
HorizB_Validation;LoopStructural_PLI_error_m (m);-18.997907638549805;31.152076721191406;2.5415482483404626;6.017146831136534;-4.974150228500365;-2.145037794113159;-0.3732685685157777;1.2705698609352123;2.647815704345703;4.037275791168213;5.541173028945923;7.2582097530365;9.687782478332519
HorizC_Validation;LoopStructural_PLI_error_m (m);-44.31975173950195;54.582557678222656;0.17745891191735183;9.61246008452719;-9.89966926574707;-6.354694795608521;-4.0590626239776615;-2.1479102611541747;-0.28390803933143616;1.6488223552703873;3.791827130317686;6.397395515441897;10.804564666748051
HorizD_Validation;LoopStructural_PLI_error_m (m);-145.0366668701172;184.2560272216797;1.6923156254991814;30.26679703755403;-31.840769577026364;-17.650345230102538;-9.870109748840333;-3.8388474702835085;0.9417805075645447;7.177625131607054;13.832970046997069;22.229251289367685;35.54822921752931
HorizA_Validation;SIGMA_s10_error_m (m);-12.792263984680176;11.300018310546875;-0.5180748584685234;2.440073387805884;-3.4831426620483397;-2.3572865962982177;-1.5525756359100344;-0.9588859617710112;-0.44939324259757996;0.07104718759655913;0.6272936820983881;1.3043645620346074;2.316055870056153
HorizB_Validation;SIGMA_s10_error_m (m);-14.731948852539062;17.19260025024414;1.0210657500536542;2.8297500243795386;-2.3275961637496945;-1.0541009187698362;-0.2233108475804329;0.4307545155286794;1.0276666283607483;1.654114246368408;2.2822125911712634;3.127897715568544;4.297128248214722
HorizC_Validation;SIGMA_s10_error_m (m);-17.800846099853516;14.0961275100708;0.15543035357478946;3.5116464304304005;-3.9226587057113647;-2.4248012065887448;-1.5275457501411438;-0.6843939661979674;0.043979112058877945;0.8010995626449585;1.6670378327369688;2.7380019426345825;4.521817874908447
