Object;Property;Min;Max;Mean;Std_dev;P10;P20;P30;P40;P50;P60;P70;P80;P90
HorizC_Validation;SurfE_R3_Exact_error_m (m);-27.971820831298828;25.985193252563477;-0.13470998947430068;4.454880463106548;-4.911359214782715;-2.487616634368896;-1.3398650527000426;-0.5689591705799102;0.12546686828136444;0.7386918425559998;1.4976140141487122;2.410305666923525;4.1301407814025906
HorizD_Validation;SurfE_R3_Exact_error_m (m);-30.388219833374023;347.28814697265625;16.927554105783283;29.057597507046175;-9.311366271972656;-3.5917756795883173;1.1740483045577996;5.077193355560303;9.358675956726074;14.583869457244871;22.00373649597168;32.58348007202149;51.967823791503925
HorizA_Validation;SurfE_MQ1_Smooth_ALL_error_m (m);-999.5548706054688;1090.55517578125;9.102109623745578;161.28599375837788;-178.9754425048828;-110.8138671875;-68.82000579833985;-32.97363967895506;1.3944709300994873;35.32704696655273;76.37750701904294;125.97195892333994;198.65479125976563
HorizB_Validation;SurfE_MQ1_Smooth_ALL_error_m (m);-855.7184448242188;880.1556396484375;5.742901967661978;174.65415053420466;-201.6174346923828;-128.21834716796874;-78.56358642578125;-35.40742835998532;0.3721557706594467;40.92570228576655;83.5255905151367;135.40549163818375;222.218507385254
HorizC_Validation;SurfE_MQ1_Smooth_ALL_error_m (m);-1195.253662109375;1817.5257568359375;4.190833658440586;189.84979295874112;-205.99266052246094;-126.25898132324218;-74.96205825805663;-33.94262847900391;3.3000123500823975;40.69284133911135;79.82387542724602;131.39160766601566;208.7943878173828
HorizD_Validation;SurfE_MQ1_Smooth_ALL_error_m (m);-1467.1405029296875;1320.4012451171875;1.6707748126631337;206.46545977130916;-236.36039123535156;-144.90862121582032;-87.85235137939453;-42.02818260192871;3.010803699493408;44.411927032470686;88.25549926757812;144.3128021240235;240.1731353759767
HorizA_Validation;SurfE_MQ1_Smooth_error_m (m);-123.27454376220703;50.80967712402344;-0.05456117998240937;21.883981904882734;-24.278078079223633;-14.389992523193357;-7.510772800445562;-0.7077534496784201;4.210751056671143;7.35270218849182;11.207316017150877;15.63359537124634;22.114658355712898
HorizB_Validation;SurfE_MQ1_Smooth_error_m (m);-96.8462142944336;113.8299560546875;3.5094223090394596;36.12838176751083;-31.892507171630857;-25.495754051208497;-21.459362983703617;-16.36789817810058;-8.373272895812988;3.7581218719482417;19.683122825622526;37.15437812805178;61.45374069213871
HorizC_Validation;SurfE_MQ1_Smooth_error_m (m);-120.90474700927734;213.66712951660156;-2.5886016959981872;69.61402374651477;-85.79452514648436;-71.09117050170899;-49.06234855651855;-29.388491249084456;-10.953886032104492;8.450577735900879;28.142928314208987;53.343686294555695;95.58111648559579
HorizD_Validation;SurfE_MQ1_Smooth_error_m (m);-1551.0030517578125;1231.44482421875;-23.457752025947585;330.5598861928365;-415.86212768554685;-276.03396301269527;-181.36007385253905;-99.86265106201171;-22.116714477539062;43.61906585693359;109.75853118896484;199.58004150390633;411.0066894531252
HorizA_Validation;SurfE_MQ1_Exact_ALL_error_m (m);-6.500833511352539;10.261605262756348;0.01485172572879834;1.5387492209920395;-1.7408623456954957;-1.1417351484298706;-0.7311182975769044;-0.39329099655151367;-0.07151613384485245;0.25364521741867063;0.6105257630348201;1.1021972417831423;1.8359091043472293
HorizB_Validation;SurfE_MQ1_Exact_ALL_error_m (m);-9.493206977844238;28.057838439941406;0.2727715556053304;2.9828931387759234;-2.212591028213501;-1.4263811230659484;-0.8968780577182769;-0.4854285478591919;-0.08516649529337883;0.3482698142528532;0.8459413647651667;1.4800486445426952;2.5998924493789675
HorizC_Validation;SurfE_MQ1_Exact_ALL_error_m (m);-33.872196197509766;45.90625762939453;-0.07909708069288478;4.526153903899018;-3.504411482810974;-2.118480825424194;-1.2927169561386107;-0.6774661600589751;-0.08274105563759804;0.4482625395059586;1.0674277424812315;1.9979833126068116;3.5048390150070206
HorizD_Validation;SurfE_MQ1_Exact_ALL_error_m (m);-97.88822937011719;36.72538375854492;-5.49702247865951;11.372815320794857;-20.971771240234375;-13.454940700531004;-9.450911331176759;-6.272880220413208;-3.8819501399993896;-2.042871046066286;-0.2298055946826937;2.7866489410400392;7.507096958160404
HorizA_Validation;SurfE_MQ1_Exact_error_m (m);-6.531206130981445;26.18913459777832;0.05365313644001984;1.8444178571683227;-1.75645477771759;-1.1631741523742676;-0.7576160907745362;-0.40993155837059003;-0.08856230229139328;0.230755802989006;0.5865243196487426;1.0850056052207946;1.8848052740097057
HorizB_Validation;SurfE_MQ1_Exact_error_m (m);-9.486812591552734;32.10480499267578;0.18924201202105764;2.662573524465103;-2.17509548664093;-1.4249172210693355;-0.9142152607440949;-0.4926629126071929;-0.10191233828663826;0.3033706337213513;0.7907347679138179;1.4095943093299885;2.448457145690918
HorizC_Validation;SurfE_MQ1_Exact_error_m (m);-39.00130844116211;39.02956771850586;-0.04101966169348435;4.081211682045995;-3.3330732583999634;-2.0954409599304196;-1.2781600594520566;-0.668755096197128;-0.11272932589054108;0.4257713437080383;1.022975707054138;1.959545814990998;3.407986211776733
HorizD_Validation;SurfE_MQ1_Exact_error_m (m);-104.31412506103516;37.428794860839844;-6.445257084462054;12.31446715498964;-23.49681053161621;-15.172694969177247;-10.203392219543456;-6.799021387100219;-4.270532608032227;-2.3179240942001345;-0.46727171540260315;2.353641533851629;7.049064636230472
