Object;Property;Min;Max;Mean;Std_dev;P10;P20;P30;P40;P50;P60;P70;P80;P90
HorizZ_Forecast;GemPy_error_m (m);-95.48384094238281;161.6467742919922;2.1883480731544926;41.219206496389894;-53.244422912597656;-37.94907417297363;-23.318649673461913;-6.074658918380731;5.360976219177246;12.618664932250978;20.80906600952148;35.18427886962891;55.76346511840822
HorizZ_Forecast;JulienBendingMLS_error_m (m);-111.13009643554688;101.79315948486328;-0.12179664166016785;29.424230663875772;-29.521267700195313;-22.729670906066893;-17.05711212158203;-10.356615161895752;-4.192728042602539;1.9358739733695993;7.860099029541015;15.541220664978031;35.69269256591799
HorizZ_Forecast;JulienBendingMLS_Fine_error_m (m);-110.37307739257812;103.46114349365234;0.11778595099295212;29.764870922429136;-29.22130355834961;-23.246413230895996;-17.653127670288086;-10.685393333435053;-3.887455701828003;1.7191904902458202;7.973299884796141;15.765797328948976;37.9899040222168
HorizZ_Forecast;LoopStructural_FDI_error_m (m);-135.64306640625;106.31749725341797;0.627567554806101;33.1796911460123;-40.082849121093744;-20.550798988342283;-11.746415138244627;-4.530601072311401;1.4411267042160034;7.940654039382935;15.910816764831543;24.93218212127686;39.14595184326173
HorizZ_Forecast;LoopStructural_PLI_error_m (m);-94.28779602050781;113.40550994873047;-1.5502816006237132;35.14357406818583;-44.13444519042969;-32.631417465209964;-23.92130012512207;-14.412215423583985;-5.018121242523193;3.941569876670838;13.384385299682616;25.828182601928713;48.41197967529297
HorizZ_Forecast;SIGMA_s10_error_m (m);-80.99578094482422;96.5638198852539;0.439425132772989;27.357002170590963;-27.66683235168457;-21.714114379882812;-16.08437156677246;-9.931231307983397;-3.8561174869537354;2.0906140327453615;9.202722930908203;18.080979347229004;35.66657791137698
HorizZ_Forecast;SIGMA_s12_error_m (m);-59.55874252319336;100.40701293945312;0.5966589720703822;28.208601156782986;-29.339233016967775;-23.733687782287596;-17.22654571533203;-9.63055782318115;-3.178774118423462;2.5974031209945685;9.357806587219224;16.364390563964843;37.154589080810574
HorizZ_Forecast;SIGMA_s13_error_m (m);-94.68251037597656;94.89437866210938;0.4618098624881185;28.03719524369554;-27.577940750122067;-21.171522331237792;-15.92491855621338;-9.974548244476319;-3.750230312347412;2.438622117042545;9.568255233764647;18.802534675598146;39.52009201049806
HorizZ_Forecast;StructuralLab_error_m (m);-81.72103881835938;101.34037017822266;0.6114129173617793;25.0553278835155;-22.174738311767577;-15.932881069183349;-11.56280517578125;-7.347900915145874;-2.9024710655212402;1.4784493803977967;5.5229644775390625;10.969249057769785;26.697096252441405
HorizZ_Forecast;SurfE_MQ1_Exact_error_m (m);-118.55906677246094;186.47213745117188;6.143122252064562;47.03186523800946;-54.184321594238284;-33.84354820251464;-19.229289245605468;-6.959748792648315;5.082804203033447;17.344549560546877;29.158723449707033;44.301740646362326;64.72200622558594
HorizZ_Forecast;SurfE_MQ1_Exact_ALL_error_m (m);-121.14051818847656;195.88796997070312;6.559791851824284;49.305312586315246;-56.337548828125;-35.00027008056641;-20.208328247070312;-8.174472045898437;5.34600305557251;16.83759689331055;29.077359008789063;46.82925949096683;68.55299682617189
HorizZ_Forecast;SurfE_MQ1_Smooth_error_m (m);-162.0648651123047;286.7541809082031;-13.066620218774833;78.4709783408037;-93.96320953369141;-82.97010192871093;-73.36544799804688;-62.45353965759277;-41.81511306762695;-3.7979830503463736;40.71322631835937;64.74711380004884;104.58965301513672
HorizZ_Forecast;SurfE_MQ1_Smooth_ALL_error_m (m);-971.3492431640625;1548.954345703125;-3.3658199524998076;211.25944921253006;-227.98914489746096;-147.63521423339844;-91.8089599609375;-45.66445579528808;-6.753881454467773;34.46173210144045;79.10155487060547;137.47540130615238;225.74354248046876
HorizZ_Forecast;SurfE_R3_Exact_error_m (m);-539.5203857421875;663.5452880859375;47.96732062595183;143.04037768813654;-146.37369079589843;-72.14301223754882;-15.724482154846186;43.43883132934571;83.38921356201172;111.92987670898437;126.56474151611329;150.77512969970704;201.26596374511723
HorizZ_Forecast;SurfE_R3_Smooth100_error_m (m);-162.0648651123047;286.7541809082031;-13.066620212134124;78.47097835101054;-93.96320953369141;-82.97010192871093;-73.36544799804688;-62.45353965759277;-41.81511306762695;-3.7979830503463736;40.71322631835937;64.74711380004884;104.58965301513672
